claim_text,source,link
Claim circulating that Uhuru Kenyatta cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/74139
Claim circulating that Rigathi Gachagua cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/14288
Social media post states Kalonzo Musyoka funds opposition campaigns.,AfricaCheck,https://africacheck.org/68287
Fake image claims Martha Karua supports unconstitutional laws.,PesaCheck,https://pesacheck.org/99873
Hoax report says Kalonzo Musyoka rejected the election results.,AfricaCheck,https://africacheck.org/17936
Rumor that Gachagua is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/26011
Misinformation that Ndindi Nyoro has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/94109
Claim: Rigathi Gachagua has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/53713
Viral tweet falsely claims Martha Karua is stepping down from office.,PesaCheck,https://pesacheck.org/18992
Social media post states David Ndii funds opposition campaigns.,PesaCheck,https://pesacheck.org/40539
Viral tweet falsely claims Kalonzo Musyoka is stepping down from office.,PesaCheck,https://pesacheck.org/46342
Viral tweet falsely claims Uhuru Kenyatta is stepping down from office.,AfricaCheck,https://africacheck.org/32871
Claim: Raila Odinga has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/11947
Social media post states Kalonzo Musyoka funds opposition campaigns.,AfricaCheck,https://africacheck.org/12068
Rumor that Uhuru Kenyatta is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/26614
Hoax report says Gachagua rejected the election results.,PesaCheck,https://pesacheck.org/18330
False statement that Ndindi Nyoro introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/77271
Misinformation that Rigathi Gachagua has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/76039
Anonymous blog post links Martha Karua to a foreign interference scandal.,PesaCheck,https://pesacheck.org/96363
Rumor that David Ndii is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/94323
Claim: William Ruto has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/62640
Misinformation that Gachagua has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/68138
Misinformation that Raila Odinga has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/89730
Misinformation that Uhuru Kenyatta has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/46046
Anonymous blog post links Rigathi Gachagua to a foreign interference scandal.,AfricaCheck,https://africacheck.org/59925
Hoax report says Rigathi Gachagua rejected the election results.,AfricaCheck,https://africacheck.org/69469
Anonymous blog post links David Ndii to a foreign interference scandal.,AfricaCheck,https://africacheck.org/22999
Hoax report says Raila Odinga rejected the election results.,PesaCheck,https://pesacheck.org/66370
Social media post states Ndindi Nyoro funds opposition campaigns.,AfricaCheck,https://africacheck.org/54424
Claim circulating that Ndindi Nyoro cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/22463
Claim circulating that Kalonzo Musyoka cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/97177
Fake image claims Musalia Mudavadi supports unconstitutional laws.,PesaCheck,https://pesacheck.org/72163
Misinformation that Raila Odinga has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/22219
Misinformation that Gachagua has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/27054
Claim: David Ndii has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/97819
Claim circulating that Raila Odinga cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/97207
Claim: Gachagua has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/88696
Fake image claims Musalia Mudavadi supports unconstitutional laws.,PesaCheck,https://pesacheck.org/85748
Social media post states David Ndii funds opposition campaigns.,PesaCheck,https://pesacheck.org/96079
Social media post states Ndindi Nyoro funds opposition campaigns.,PesaCheck,https://pesacheck.org/55890
Fake image claims David Ndii supports unconstitutional laws.,PesaCheck,https://pesacheck.org/46512
Social media post states Rigathi Gachagua funds opposition campaigns.,AfricaCheck,https://africacheck.org/83526
Anonymous blog post links Rigathi Gachagua to a foreign interference scandal.,PesaCheck,https://pesacheck.org/89822
Claim: Musalia Mudavadi has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/45818
Fake image claims Musalia Mudavadi supports unconstitutional laws.,AfricaCheck,https://africacheck.org/10800
Viral tweet falsely claims Uhuru Kenyatta is stepping down from office.,AfricaCheck,https://africacheck.org/19120
Claim: Uhuru Kenyatta has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/79531
Claim circulating that Martha Karua cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/69460
Viral tweet falsely claims Kalonzo Musyoka is stepping down from office.,AfricaCheck,https://africacheck.org/50846
Anonymous blog post links Kalonzo Musyoka to a foreign interference scandal.,PesaCheck,https://pesacheck.org/16895
Viral tweet falsely claims Uhuru Kenyatta is stepping down from office.,PesaCheck,https://pesacheck.org/98338
Rumor that Raila Odinga is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/96761
False statement that Gachagua introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/64287
Social media post states Musalia Mudavadi funds opposition campaigns.,PesaCheck,https://pesacheck.org/55242
Misinformation that Gachagua has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/98895
False statement that Rigathi Gachagua introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/15952
Claim circulating that Martha Karua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/11007
Rumor that Martha Karua is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/27987
Rumor that Musalia Mudavadi is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/25726
False statement that William Ruto introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/33028
Claim circulating that Uhuru Kenyatta cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/75570
Fake image claims David Ndii supports unconstitutional laws.,PesaCheck,https://pesacheck.org/62044
Claim circulating that William Ruto cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/70260
Fake image claims Raila Odinga supports unconstitutional laws.,AfricaCheck,https://africacheck.org/85156
Claim circulating that Gachagua cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/25096
Claim: Gachagua has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/32527
False statement that Rigathi Gachagua introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/21551
Misinformation that Gachagua has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/67104
Claim circulating that Rigathi Gachagua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/61873
Fake image claims Musalia Mudavadi supports unconstitutional laws.,PesaCheck,https://pesacheck.org/53655
Misinformation that Uhuru Kenyatta has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/79547
Social media post states David Ndii funds opposition campaigns.,AfricaCheck,https://africacheck.org/56019
Social media post states Uhuru Kenyatta funds opposition campaigns.,PesaCheck,https://pesacheck.org/29194
Social media post states Musalia Mudavadi funds opposition campaigns.,PesaCheck,https://pesacheck.org/88957
Misinformation that Uhuru Kenyatta has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/92306
False statement that Ndindi Nyoro introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/99277
Anonymous blog post links Rigathi Gachagua to a foreign interference scandal.,AfricaCheck,https://africacheck.org/92210
Viral tweet falsely claims Kalonzo Musyoka is stepping down from office.,AfricaCheck,https://africacheck.org/18950
False statement that Ndindi Nyoro introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/46002
Claim: Rigathi Gachagua has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/76497
Rumor that Raila Odinga is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/69233
Claim: William Ruto has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/47627
Misinformation that Raila Odinga has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/70648
Hoax report says Rigathi Gachagua rejected the election results.,PesaCheck,https://pesacheck.org/68947
Social media post states Rigathi Gachagua funds opposition campaigns.,AfricaCheck,https://africacheck.org/89299
Hoax report says Ndindi Nyoro rejected the election results.,PesaCheck,https://pesacheck.org/18109
Misinformation that Ndindi Nyoro has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/21053
Viral tweet falsely claims David Ndii is stepping down from office.,PesaCheck,https://pesacheck.org/42472
False statement that Ndindi Nyoro introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/57696
Rumor that Kalonzo Musyoka is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/63578
Anonymous blog post links Kalonzo Musyoka to a foreign interference scandal.,PesaCheck,https://pesacheck.org/92691
Misinformation that Kalonzo Musyoka has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/22387
Claim circulating that David Ndii cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/43029
Viral tweet falsely claims Rigathi Gachagua is stepping down from office.,AfricaCheck,https://africacheck.org/20682
Viral tweet falsely claims Rigathi Gachagua is stepping down from office.,AfricaCheck,https://africacheck.org/50662
Viral tweet falsely claims Gachagua is stepping down from office.,PesaCheck,https://pesacheck.org/50577
Claim circulating that David Ndii cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/26750
Misinformation that David Ndii has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/76648
Claim: Kalonzo Musyoka has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/50483
Social media post states Uhuru Kenyatta funds opposition campaigns.,AfricaCheck,https://africacheck.org/73736
Social media post states Martha Karua funds opposition campaigns.,PesaCheck,https://pesacheck.org/30308
Rumor that Raila Odinga is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/76543
Hoax report says David Ndii rejected the election results.,PesaCheck,https://pesacheck.org/96760
Anonymous blog post links Kalonzo Musyoka to a foreign interference scandal.,PesaCheck,https://pesacheck.org/88282
Viral tweet falsely claims Gachagua is stepping down from office.,PesaCheck,https://pesacheck.org/33703
Viral tweet falsely claims Rigathi Gachagua is stepping down from office.,AfricaCheck,https://africacheck.org/15726
Fake image claims Gachagua supports unconstitutional laws.,PesaCheck,https://pesacheck.org/68222
Rumor that Rigathi Gachagua is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/40671
Social media post states David Ndii funds opposition campaigns.,AfricaCheck,https://africacheck.org/71474
Fake image claims Martha Karua supports unconstitutional laws.,AfricaCheck,https://africacheck.org/70513
Claim circulating that Musalia Mudavadi cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/31241
Anonymous blog post links Martha Karua to a foreign interference scandal.,PesaCheck,https://pesacheck.org/42768
False statement that William Ruto introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/82684
